Weather and Climate Billion-Dollar Disasters to affect Ohio from 2008-2024
Cost values are in millions of dollars
Name,Disaster,Begin Date,End Date,CPI-Adjusted Cost,Unadjusted Cost,Deaths
"Southern and Central Severe Weather (May 2022)",Severe Storm,20220501,20220503,1230.1,1139,1
"North Central Hail Storms (May 2022)",Severe Storm,20220519,20220519,2625.4,2431,0
"Central Severe Weather (June 2022)",Severe Storm,20220607,20220608,2044.8,1911,0
"Central Derecho (June 2022)",Severe Storm,20220613,20220613,3418.6,3195,1
"North Central and Eastern Severe Weather (July 2022)",Severe Storm,20220722,20220724,1433.8,1340,1
"Central and Eastern Winter Storm and Cold Wave (December 2022)",Winter Storm,20221221,20221226,8951.7,8445,87
"Southern and Eastern Severe Weather (March 2023)",Severe Storm,20230302,20230303,6170,5876,13
"Southern and Eastern Severe Weather (April 2023)",Severe Storm,20230324,20230326,2956,2815,23
"Central Tornado Outbreak and Eastern Severe Weather (March 2023)",Severe Storm,20230331,20230401,5909.8,5628,33
"Central and Eastern Severe Weather (April 2023)",Severe Storm,20230404,20230406,2956.1,2815,5
"Northeastern Flooding and North Central Severe Weather (July 2023)",Flooding,20230709,20230715,2230.4,2165,10
"North Central and Southeastern Severe Weather (July 2023)",Severe Storm,20230719,20230721,1887,1832,1
"North Central and Eastern Severe Weather (July 2023)",Severe Storm,20230728,20230729,1526.6,1482,2
"Southern Tornado Outbreak and East Coast Storm (January 2024)",Severe Storm,20240108,20240110,2780.2,2726,3
"Central and Eastern Severe Weather (February 2024)",Severe Storm,20240227,20240228,1534,1504,0
"Central and Southern Severe Weather (March 2024)",Severe Storm,20240312,20240314,6151.6,6031,3
"Central Tornado Outbreak and Eastern Severe Weather (April 2024)",Severe Storm,20240401,20240403,2465.5,2441,3
"Central, Southern, Southeastern Tornado Outbreak (May 2024)",Severe Storm,20240506,20240509,6571,6571,3
"Central, Southern, Eastern Severe Weather (May 2024)",Severe Storm,20240518,20240522,4907.8,4859,5
"Central and Eastern Severe Weather (June 2024)",Severe Storm,20240612,20240614,1228,1228,0
"Hurricane Beryl (July 2024)",Tropical Cyclone,20240708,20240708,7219,7219,46
"Central and Eastern Tornado Outbreak and Severe Weather (July 2024)",Severe Storm,20240713,20240716,2435,2435,2
"Hurricane Debby (August 2024)",Tropical Cyclone,20240805,20240809,2476,2476,17
"Hurricane Helene (September 2024)",Tropical Cyclone,20240924,20240929,78721,78721,219
"Southern/Eastern/Northwestern Drought and Heat Wave (2024)",Drought,20240101,20241231,5417,5311,136
