Weather and Climate Billion-Dollar Disasters to affect North Carolina from 2008-2024
Cost values are in millions of dollars
Name,Disaster,Begin Date,End Date,CPI-Adjusted Cost,Unadjusted Cost,Deaths
"Tropical Storm Eta (November 2020)",Tropical Cyclone,20201108,20201112,1766.7,1460,12
"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,20210210,20210219,27223.2,22686,262
"Eastern Severe Weather (March 2021)",Severe Storm,20210327,20210328,1601.9,1346,8
"Southern Tornadoes and Southeast Severe Weather (May 2021)",Severe Storm,20210502,20210504,1479.1,1264,4
"Tropical Storm Elsa (July 2021)",Tropical Cyclone,20210707,20210709,1407.1,1213,1
"Tropical Storm Fred (August 2021)",Tropical Cyclone,20210816,20210818,1481.3,1277,7
"Hurricane Ida (August 2021)",Tropical Cyclone,20210829,20210901,84608.1,73572,96
"Southern Tornado Outbreak (March 2022)",Severe Storm,20220330,20220330,1381.6,1256,2
"Southeast Tornado Outbreak (April 2022)",Severe Storm,20220404,20220406,1544.8,1417,3
"Central Derecho (June 2022)",Severe Storm,20220613,20220613,3418.6,3195,1
"North Central and Eastern Severe Weather (July 2022)",Severe Storm,20220722,20220724,1433.8,1340,1
"Hurricane Ian (September 2022)",Tropical Cyclone,20220928,20220930,119626,111800,152
"Central and Eastern Winter Storm and Cold Wave (December 2022)",Winter Storm,20221221,20221226,8951.7,8445,87
"Southern and Eastern Severe Weather (March 2023)",Severe Storm,20230302,20230303,6170,5876,13
"Central Tornado Outbreak and Eastern Severe Weather (March 2023)",Severe Storm,20230331,20230401,5909.8,5628,33
"Central and Eastern Tornadoes and Hail Storms (May 2023)",Severe Storm,20230510,20230512,3563,3426,1
"Rockies Hail Storms and Central and Eastern Severe Weather (June 2023)",Severe Storm,20230621,20230626,5453.9,5244,8
"Northeastern and Eastern Severe Weather (August 2023)",Severe Storm,20230805,20230808,1680.2,1631,4
"Hurricane Idalia (August 2023)",Tropical Cyclone,20230829,20230831,3559.7,3456,5
"East Coast Storm and Flooding (December 2023)",Flooding,20231216,20231218,1314.4,1276,5
"Southern Tornado Outbreak and East Coast Storm (January 2024)",Severe Storm,20240108,20240110,2780.2,2726,3
"Southern Severe Weather (February 2024)",Severe Storm,20240210,20240212,1072,1051,0
"Central Tornado Outbreak and Eastern Severe Weather (April 2024)",Severe Storm,20240401,20240403,2465.5,2441,3
"Southern and Eastern Severe Weather (April 2024)",Severe Storm,20240408,20240411,2725.1,2698,0
"Central, Southern, Southeastern Tornado Outbreak (May 2024)",Severe Storm,20240506,20240509,6571,6571,3
"Central and Eastern Tornado Outbreak and Severe Weather (July 2024)",Severe Storm,20240713,20240716,2435,2435,2
"Hurricane Debby (August 2024)",Tropical Cyclone,20240805,20240809,2476,2476,17
"Hurricane Helene (September 2024)",Tropical Cyclone,20240924,20240929,78721,78721,219
"Southern/Eastern/Northwestern Drought and Heat Wave (2024)",Drought,20240101,20241231,5417,5311,136
